pair_id,resume_id,jd_id,track_resume,track_jd,resume_text,jd_text,resume_skills,jd_skills,exp_years_resume,exp_years_req,edu_resume,edu_req,skill_score,experience_score,education_score,bert_proxy,ats_proxy,label_match,competence_level,competence_label,split,reviewer_label_match,reviewer_competence,reviewer_notes
P002979,R00744,J00066,fullstack,frontend,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: docker, express, javascript, mongodb, node, react, sql, typescript.
Experience: 1 years of professional experience including design, testing and deployment.
Education: Master of Science in Data Science.
","Job Title: Frontend Developer
Requirements: Strong background in css, express, github, html, javascript, node, typescript.
Experience: Minimum 1 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",docker;express;javascript;mongodb;node;react;sql;typescript,css;express;github;html;javascript;node;typescript,1,1,master,master,57.14,100.0,100.0,67.57,74.75,1,2,Good,val,,,
P001993,R00498,J00018,devops,devops,"Summary: Results-driven developer with 3 years of hands-on industry experience.
Technical Skills: aws, azure, gcp, github, kubernetes, linux, python.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: DevOps Engineer
Requirements: Strong background in aws, azure, docker, git, linux.
Experience: Minimum 3 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",aws;azure;gcp;github;kubernetes;linux;python,aws;azure;docker;git;linux,3,3,master,bachelor,60.0,100.0,100.0,74.78,77.69,1,2,Good,train,,,
P001800,R00450,J00040,backend,backend,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: docker, flask, java, linux, mysql, postgresql, python, spring, spring boot, sql.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: M.Tech in Software Engineering.
","Job Title: Backend Developer
Requirements: Strong background in django, docker, git, java, mongodb, spring, spring boot.
Experience: Minimum 4 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",docker;flask;java;linux;mysql;postgresql;python;spring;spring boot;sql,django;docker;git;java;mongodb;spring;spring boot,2,4,master,bachelor,57.14,50.0,100.0,76.37,66.95,1,1,Average,test,,,
P001003,R00250,J00136,backend,frontend,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: django, docker, git, java, mongodb, mysql, spring boot, sql.
Experience: 1 years of professional experience including design, testing and deployment.
Education: B.Tech in Computer Science.
","Job Title: Frontend Developer
Requirements: Strong background in angular, css, git, github, typescript, vue.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",django;docker;git;java;mongodb;mysql;spring boot;sql,angular;css;git;github;typescript;vue,1,1,bachelor,bachelor,16.67,100.0,100.0,50.25,54.23,0,1,Average,test,,,
P002813,R00703,J00148,devops,devops,"Summary: Results-driven developer with 4 years of hands-on industry experience.
Technical Skills: aws, azure, gcp, git, github, kubernetes, linux, python, sql.
Experience: Worked for 4 years as a software engineer delivering production systems.
Education: Bachelor of Science in Information Technology.
","Job Title: DevOps Engineer
Requirements: Strong background in aws, docker, kubernetes, python, sql.
Experience: Minimum 2 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;azure;gcp;git;github;kubernetes;linux;python;sql,aws;docker;kubernetes;python;sql,4,2,bachelor,master,80.0,100.0,0.0,85.02,73.25,1,2,Good,train,,,
P000457,R00114,J00129,fullstack,fullstack,"Summary: Software engineer with 3 years of experience building scalable applications.
Technical Skills: aws, docker, express, git, javascript, mongodb, python, react, typescript.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: PhD in Machine Learning.
","Job Title: Full Stack Developer
Requirements: Strong background in docker, javascript, python, react, sql, typescript.
Experience: Minimum 1 years of relevant experience required.
Education: PhD or doctorate preferred.
",aws;docker;express;git;javascript;mongodb;python;react;typescript,docker;javascript;python;react;sql;typescript,3,1,phd,phd,83.33,100.0,100.0,93.4,91.68,1,3,Strong,train,,,
P000527,R00131,J00170,frontend,backend,"Summary: Software engineer with 6 years of experience building scalable applications.
Technical Skills: angular, css, git, github, javascript, linux, react, typescript.
Experience: Total of 6 years experience in software development and team collaboration.
Education: Master of Science in Data Science.
","Job Title: Backend Developer
Requirements: Strong background in aws, linux, mysql, postgresql, spring, spring boot, sql.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;css;git;github;javascript;linux;react;typescript,aws;linux;mysql;postgresql;spring;spring boot;sql,6,1,master,bachelor,14.29,100.0,100.0,47.94,52.7,0,1,Average,val,,,
P001948,R00487,J00152,data_ml,data_ml,"Summary: Recent graduate seeking entry-level opportunity with strong project work.
Technical Skills: aws, docker, git, numpy, pandas, pytorch, sql.
Experience: Academic projects and internships covering design and implementation.
Education: BCA in Computer Applications.
","Job Title: ML Engineer
Requirements: Strong background in deep learning, docker, numpy, postgresql, python.
Experience: Minimum 2 years of relevant experience required.
Education: PhD or doctorate preferred.
",aws;docker;git;numpy;pandas;pytorch;sql,deep learning;docker;numpy;postgresql;python,0,2,bachelor,phd,40.0,0.0,0.0,63.96,31.99,0,0,Weak,train,,,
P002606,R00651,J00077,frontend,data_ml,"Summary: Software engineer with 2 years of experience building scalable applications.
Technical Skills: angular, css, express, git, github, javascript, node, vue.
Experience: 2 years of professional experience including design, testing and deployment.
Education: M.Tech in Software Engineering.
","Job Title: ML Engineer
Requirements: Strong background in aws, docker, numpy, pandas, scikit-learn.
Experience: Minimum 1 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",angular;css;express;git;github;javascript;node;vue,aws;docker;numpy;pandas;scikit-learn,2,1,master,none,0.0,100.0,100.0,36.02,44.01,0,0,Weak,train,,,
P002754,R00688,J00055,devops,backend,"Summary: Results-driven developer with 3 years of hands-on industry experience.
Technical Skills: aws, azure, docker, kubernetes, python, sql.
Experience: Worked for 3 years as a software engineer delivering production systems.
Education: MCA in Computer Applications.
","Job Title: Backend Developer
Requirements: Strong background in aws, flask, java, linux, python, spring boot.
Experience: Minimum 4 years of relevant experience required.
Education: Master's degree in Computer Science or related field required.
",aws;azure;docker;kubernetes;python;sql,aws;flask;java;linux;python;spring boot,3,4,master,master,33.33,75.0,100.0,53.43,56.69,0,1,Average,val,,,
P000926,R00231,J00043,frontend,devops,"Summary: Motivated engineer with 1 years of experience across full project lifecycles.
Technical Skills: angular, css, express, github, html, linux, vue.
Experience: 1 years of professional experience including design, testing and deployment.
Education: PhD in Machine Learning.
","Job Title: DevOps Engineer
Requirements: Strong background in azure, gcp, git, kubernetes, linux, python.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",angular;css;express;github;html;linux;vue,azure;gcp;git;kubernetes;linux;python,1,1,phd,bachelor,16.67,100.0,100.0,51.12,54.45,0,1,Average,test,,,
P002195,R00548,J00074,devops,fullstack,"Summary: Motivated engineer with 2 years of experience across full project lifecycles.
Technical Skills: azure, gcp, kubernetes, python, sql.
Experience: Worked for 2 years as a software engineer delivering production systems.
Education: BCA in Computer Applications.
","Job Title: Full Stack Developer
Requirements: Strong background in aws, docker, javascript, node, react, sql.
Experience: Minimum 1 years of relevant experience required.
Education: Bachelor's degree in Computer Science or related field required.
",azure;gcp;kubernetes;python;sql,aws;docker;javascript;node;react;sql,2,1,bachelor,bachelor,16.67,100.0,100.0,47.32,53.5,0,1,Average,train,,,
P000678,R00169,J00010,fullstack,backend,"Summary: Software engineer with 1 years of experience building scalable applications.
Technical Skills: express, git, javascript, node, python, react, sql, typescript.
Experience: 1 years of professional experience including design, testing and deployment.
Education: Bachelor of Science in Information Technology.
","Job Title: Backend Developer
Requirements: Strong background in docker, java, linux, mongodb, spring.
Experience: Minimum 4 years of relevant experience required.
Education: Relevant practical experience valued; no strict degree requirement.
",express;git;javascript;node;python;react;sql;typescript,docker;java;linux;mongodb;spring,1,4,bachelor,none,0.0,25.0,100.0,36.03,29.01,0,0,Weak,train,,,
